Año	Mes	Aguascalientes	Baja California	Baja California Sur	Campeche	Chiapas	Chihuahua	Coahuila	Colima	Ciudad de México	Durango	Estado de México	Guanajuato	Guerrero	Hidalgo	Jalisco	Michoacán	Morelos	Nayarit	Nuevo León	Oaxaca	Puebla	Querétaro	Quintana Roo	San Luis Potosí	Sinaloa	Sonora	Tabasco	Tamaulipas	Tlaxcala	Veracruz	Yucatán	Zacatecas	No especificado
2019 	Diciembre	887,046	2,661,129	508,782	527,339	2,036,737	2,533,157	2,006,311	442,108	12,852,278	1,007,250	8,539,085	3,374,211	1,467,044	1,391,788	5,509,506	2,438,571	1,072,446	770,895	4,151,350	1,727,084	3,021,234	1,352,712	1,164,119	1,372,001	2,162,374	2,023,977	1,187,681	2,470,447	595,026	4,117,058	1,216,371	853,083	2,361
2020 	Enero	890,033	2,671,076	510,735	528,869	2,049,875	2,541,194	2,013,033	443,287	12,860,823	1,010,770	8,573,947	3,388,228	1,473,480	1,398,012	5,530,688	2,448,197	1,075,619	772,459	4,165,016	1,736,617	3,034,322	1,359,195	1,168,936	1,377,455	2,167,621	2,030,786	1,193,173	2,479,588	597,916	4,134,893	1,220,973	857,246	2,104
2020 	Febrero	894,601	2,682,864	513,651	531,457	2,066,215	2,552,068	2,022,913	446,831	12,886,955	1,015,863	8,620,482	3,412,041	1,483,868	1,408,733	5,560,518	2,461,329	1,080,999	774,712	4,182,149	1,748,422	3,059,428	1,370,556	1,175,238	1,386,276	2,180,573	2,040,252	1,200,039	2,489,056	602,124	4,156,098	1,228,260	862,191	2,391
2020 	Marzo	897,303	2,691,088	515,743	533,143	2,075,582	2,558,502	2,028,218	448,529	12,900,214	1,018,610	8,657,561	3,426,399	1,492,422	1,419,333	5,582,565	2,472,000	1,084,305	776,012	4,193,802	1,755,970	3,076,732	1,377,005	1,179,424	1,392,304	2,187,567	2,046,525	1,204,263	2,495,300	604,787	4,168,451	1,232,901	865,776	2,503
2020 	Abril	898,454	2,694,046	516,232	533,799	2,079,434	2,561,189	2,030,370	449,138	12,907,901	1,020,100	8,672,005	3,432,249	1,494,851	1,421,971	5,591,957	2,477,270	1,085,753	776,805	4,199,021	1,759,816	3,082,811	1,379,756	1,180,510	1,394,617	2,190,090	2,049,340	1,206,117	2,498,108	606,144	4,176,435	1,234,576	867,078	2,532
2020 	Mayo	899,782	2,698,141	516,870	534,568	2,084,022	2,564,289	2,033,066	449,757	12,913,963	1,021,798	8,687,394	3,438,704	1,496,746	1,424,407	5,605,407	2,482,548	1,086,889	777,984	4,204,328	1,763,398	3,090,466	1,386,341	1,181,799	1,396,988	2,192,711	2,053,448	1,208,782	2,501,367	607,668	4,185,024	1,236,208	868,509	2,158
2020 	Junio	901,650	2,705,408	518,063	535,426	2,089,308	2,569,762	2,037,155	450,571	12,919,685	1,024,060	8,708,783	3,449,066	1,499,409	1,427,849	5,619,254	2,489,360	1,088,972	779,397	4,212,254	1,768,212	3,107,512	1,390,382	1,184,330	1,400,608	2,196,012	2,058,052	1,212,177	2,505,881	609,560	4,193,534	1,238,763	871,090	2,642
2020 	Julio	903,816	2,714,240	519,409	536,812	2,095,972	2,576,734	2,041,883	451,479	12,932,534	1,026,848	8,737,119	3,459,934	1,503,229	1,432,097	5,634,194	2,496,514	1,091,708	781,113	4,221,489	1,773,969	3,119,938	1,395,334	1,186,782	1,404,684	2,200,048	2,062,981	1,216,274	2,510,193	611,922	4,205,005	1,241,966	874,537	2,380
2020 	Agosto	906,072	2,722,936	520,848	538,330	2,103,654	2,583,211	2,046,706	452,363	12,945,473	1,029,530	8,763,886	3,470,673	1,507,648	1,436,566	5,650,935	2,503,562	1,094,476	782,281	4,231,056	1,779,254	3,129,573	1,400,077	1,189,373	1,409,475	2,203,612	2,067,344	1,220,603	2,515,866	614,272	4,216,767	1,246,073	878,557	2,483
2020 	Septiembre	911,172	2,738,211	524,114	541,998	2,127,757	2,596,759	2,055,837	454,753	12,974,764	1,036,315	8,837,851	3,497,086	1,523,629	1,449,314	5,683,407	2,527,046	1,104,560	785,219	4,250,944	1,801,966	3,156,230	1,407,999	1,196,169	1,418,017	2,212,970	2,077,700	1,230,095	2,526,862	620,167	4,249,107	1,253,142	885,898	2,660
2020 	Octubre	913,690	2,746,712	525,732	543,016	2,135,964	2,602,673	2,059,488	455,737	12,986,105	1,039,295	8,865,772	3,507,821	1,527,585	1,453,327	5,698,614	2,534,209	1,107,233	786,292	4,260,393	1,807,908	3,167,270	1,412,418	1,198,818	1,421,828	2,217,408	2,082,933	1,234,331	2,533,312	622,566	4,260,662	1,255,869	888,505	2,386
2020 	Noviembre	916,609	2,754,891	526,978	543,975	2,142,441	2,608,262	2,064,585	456,723	12,994,072	1,041,416	8,892,421	3,520,555	1,531,375	1,456,952	5,713,137	2,545,901	1,109,599	786,824	4,270,514	1,812,716	3,180,792	1,416,181	1,202,214	1,425,692	2,221,129	2,087,465	1,237,216	2,538,127	624,451	4,269,104	1,259,136	890,905	2,510
2020 	Diciembre	914,405	2,748,759	526,071	541,335	2,135,822	2,596,698	2,061,441	454,610	12,908,888	1,037,044	8,862,974	3,515,812	1,524,812	1,452,539	5,701,118	2,538,514	1,104,872	783,700	4,254,606	1,807,501	3,171,424	1,413,569	1,200,919	1,420,479	2,217,581	2,084,361	1,230,356	2,527,433	622,271	4,250,590	1,253,770	889,878	2,355
2021 	Enero	916,679	2,755,730	527,083	542,469	2,142,768	2,603,616	2,066,082	455,256	12,915,824	1,039,587	8,884,177	3,525,202	1,528,184	1,455,939	5,713,154	2,543,269	1,106,375	784,487	4,263,850	1,812,368	3,178,754	1,417,312	1,203,422	1,423,917	2,221,726	2,088,925	1,234,471	2,533,440	623,998	4,260,321	1,256,346	891,758	2,381
2021 	Febrero	919,201	2,764,704	528,596	543,759	2,150,671	2,610,779	2,071,793	456,441	12,926,642	1,043,396	8,913,856	3,537,038	1,532,735	1,460,657	5,730,504	2,550,368	1,108,864	785,733	4,274,059	1,819,330	3,190,434	1,422,056	1,207,088	1,429,094	2,226,675	2,095,651	1,239,683	2,539,695	626,678	4,272,637	1,260,239	894,714	2,476
2021 	Marzo	908,161	2,714,440	519,911	535,297	2,114,283	2,578,888	2,048,189	449,198	12,736,349	1,027,800	8,743,708	3,483,741	1,492,122	1,443,522	5,655,258	2,509,939	1,086,989	774,553	4,243,767	1,785,126	3,132,103	1,403,089	1,192,804	1,401,923	2,206,025	2,062,467	1,221,584	2,485,682	616,016	4,183,758	1,241,632	882,872	2,236
